Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Linus Rosenlöcher;D/WB/M (L);25;220K € - 750K €;3. Liga;Germany;3,6;10,9;36%;0,2;0%;0;0,0;1,5;0,3;87%;12,3;0;1,0;4,6;1,3;1,4;0,5;0,3;0;65,4;10,9;17,1;1,5;1,0;21;0,7;0,7;0,3;0,7;0,0;12,3;0,0;3,8;0,1;3,1;2,0;0,0;3,1;21;0,6;52;-0.58;26;0,0;0;1357
Marvin Obuz;M/AM (RL);23;26K € - 250K €;3. Liga;Germany;2,2;6,6;55%;0,1;6%;0;0,0;1,7;0,8;85%;20,3;0;0,9;10,4;2,6;1,5;1,0;1,1;0;41,0;5,0;18,4;2,5;6,7;25;1,6;2,0;0,2;0,5;0,1;12,6;0,2;3,9;0,3;8,6;1,0;0,5;13,1;15;0,0;25;-1.08;40;0,2;0;1468
Jan Mejdr;D (RL), WB/M (R);30;20K € - 190K €;3. Liga;Germany;3,2;8,8;31%;0,1;6%;0;0,0;2,3;0,6;84%;18,8;0;0,6;8,7;2,2;2,3;0,6;0,4;0;48,6;6,3;29,0;2,3;2,3;30;1,9;1,3;0,2;0,6;0,1;13,3;0,1;3,9;0,2;11,1;2,0;0,0;11,1;16;0,2;50;0.05;37;0,1;0;1151
Christoph Greger;D (C), DM;28;8K € - 85K €;3. Liga;Germany;4,1;13,2;50%;0,1;0%;0;0,0;0,3;0,0;88%;6,3;0;1,3;2,0;0,6;0,4;0,0;0,1;0;46,3;3,3;5,6;0,3;0,1;8;0,1;0,2;0,6;0,7;0,0;10,4;0,0;7,6;0,0;0,1;6,2;0,0;0,6;23;2,2;81;-0.17;10;0,0;0;1830
Dickson Abiama;AM (R), ST (C);27;28K € - 275K €;3. Liga;Germany;2,5;4,8;63%;0,0;30%;0;0,0;1,3;0,3;89%;9,8;0;0,7;7,5;1,7;1,3;0,7;1,3;0;32,2;1,9;16,3;1,3;1,3;20;0,7;2,0;0,1;0,1;0,6;12,3;0,3;7,7;0,2;3,0;2,8;0,1;3,0;22;0,0;36;5.15;23;0,3;0;1349
Lukas Fröde;D (C), DM, M (C);30;45K € - 475K €;3. Liga;Germany;3,2;9,0;36%;0,0;0%;0;0,0;0,4;0,1;92%;5,7;0;1,0;7,2;1,9;1,6;0,1;0,2;0;61,2;4,3;9,6;0,4;0,0;26;0,0;0,7;0,1;0,2;0,0;11,9;0,0;5,6;0,0;0,1;3,4;0,0;0,1;0;0,7;61;-0.67;31;0,0;0;1507
Tim Campulka;D (C), DM;26;80K € - 275K €;3. Liga;Germany;3,2;10,0;0%;0,2;0%;0;0,0;0,3;0,0;93%;3,7;0;1,7;1,7;0,6;0,3;0,0;0,0;0;46,2;3,0;3,3;0,3;0,0;6;0,0;0,0;0,5;0,7;0,0;10,3;0,0;6,4;0,0;0,1;3,7;0,0;0,1;50;0,7;57;-0.02;9;0,0;0;1980
Niklas Hoffmann;D (C), DM;28;24K € - 240K €;3. Liga;Germany;3,7;13,2;25%;0,1;0%;0;0,0;0,4;0,0;89%;6,0;0;1,0;2,4;0,9;0,5;0,2;0,1;0;49,2;4,4;7,9;0,4;0,0;8;0,0;0,2;0,6;0,9;0,0;10,7;0,0;7,3;0,0;0,0;5,2;0,0;0,0;0;1,9;71;-0.2;15;0,0;0;1464
Tobias Kraulich;D (C), DM;26;85K € - 300K €;3. Liga;Germany;3,1;11,3;50%;0,0;0%;0;0,0;0,1;0,1;91%;4,8;0;1,1;3,1;1,0;0,4;0,0;0,1;0;49,1;2,7;5,7;0,1;0,0;8;0,0;0,3;0,6;0,7;0,0;10,2;0,0;5,2;0,0;0,0;3,9;0,0;0,0;0;0,7;74;-0.33;12;0,0;0;1813
Lúkas Petersson;GK;21;120K € - 1,2M €;3. Liga;Germany;0,4;10,6;0%;0,0;0%;75;-0,1;0,0;0,0;79%;7,6;-1.38;1,9;0,0;0,0;0,0;0,0;0,0;84;28,7;1,5;0,1;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;29;1710
Oualid Mhamdi;D (RC), WB (R);22;55K € - 550K €;3. Liga;Germany;4,2;12,7;20%;0,1;0%;0;0,0;1,7;0,2;84%;18,3;0;0,7;9,3;2,6;1,9;0,3;0,1;0;56,6;8,8;25,6;2,0;2,6;31;1,6;0,3;0,6;1,0;0,0;13,2;0,0;5,0;0,2;7,2;3,3;0,2;9,8;20;0,8;65;-0.15;37;0,0;0;1507
Yari Otto;M/AM (C), ST (C);26;80K € - 800K €;3. Liga;Germany;2,0;9,7;29%;0,0;0%;0;0,0;0,8;0,3;91%;7,0;0;0,4;7,6;1,9;0,8;1,0;0,3;0;48,5;5,3;9,4;0,8;0,3;14;0,2;1,2;0,1;0,3;0,0;9,5;0,0;2,0;0,1;0,6;0,8;0,2;0,6;36;0,0;39;-0.63;17;0,0;0;1641
Janne Sietan;D (RC), DM, M (C);23;12K € - 120K €;3. Liga;Germany;2,7;11,5;44%;0,2;0%;0;0,0;0,3;0,1;87%;8,2;0;1,4;4,8;1,2;1,6;0,2;0,2;0;56,9;4,4;13,1;0,4;0,0;28;0,0;0,5;0,1;0,2;0,0;11,4;0,0;5,5;0,0;0,0;3,2;0,1;0,3;0;0,8;59;-0.61;38;0,0;0;1542
Jonas Arweiler;AM (L), ST (C);28;95K € - 325K €;3. Liga;Germany;1,0;2,4;54%;0,0;17%;0;0,0;1,1;0,4;88%;8,5;0;0,1;3,5;0,5;0,4;1,2;1,8;0;37,0;1,7;9,7;1,1;1,0;9;0,2;3,4;0,0;0,2;0,6;11,3;0,4;9,2;0,1;1,2;3,8;0,1;1,3;19;0,1;41;3.33;15;0,4;0;1847
Jonas Hofmann;D (R), DM, M (C);28;16K € - 170K €;3. Liga;Germany;2,3;7,5;41%;0,0;7%;0;0,0;0,7;0,3;91%;8,1;0;0,7;8,4;2,0;2,3;1,1;0,7;0;65,4;7,8;13,6;0,7;0,7;40;0,3;1,7;0,1;0,2;0,1;11,6;0,2;1,8;0,1;0,8;0,5;0,1;0,8;35;0,0;28;-0.92;48;0,2;0;1561
Sven Sonnenberg;D (C);26;7K € - 70K €;3. Liga;Germany;3,8;11,4;17%;0,1;0%;0;0,0;0,2;0,0;90%;5,2;0;1,2;1,6;0,4;0,5;0,0;0,0;0;49,4;2,6;5,0;0,2;0,0;10;0,0;0,3;0,6;0,7;0,0;10,2;0,0;6,9;0,0;0,0;4,6;0,0;0,0;100;1,0;67;-0.41;14;0,0;0;1830
Arianit Ferati;DM, M/AM (C);28;28K € - 300K €;3. Liga;Germany;1,2;4,4;54%;0,0;15%;0;0,0;1,3;0,1;87%;8,5;0;0,3;5,9;1,2;0,6;1,2;1,0;0;34,6;2,8;10,9;1,7;0,7;8;0,2;1,9;0,1;0,2;0,3;12,0;0,2;1,5;0,1;0,7;0,1;0,1;4,3;11;0,0;10;1.26;13;0,2;0;1237
Elijah Krahn;D (C), DM, M (C);22;230K € - 2,3M €;3. Liga;Germany;2,7;9,7;26%;0,1;0%;0;0,0;1,1;0,2;89%;9,0;0;0,9;7,0;1,6;1,2;1,2;0,4;0;74,4;8,2;13,5;1,1;0,2;16;0,2;1,5;0,1;0,5;0,0;12,5;0,1;3,3;0,1;0,4;1,7;0,1;0,5;50;0,2;52;-0.73;20;0,1;0;1156
Dominik Nothnagel;D (LC);30;30K € - 325K €;3. Liga;Germany;3,2;9,1;67%;0,0;0%;0;0,0;0,1;0,0;90%;5,1;0;1,2;2,1;0,9;0,3;0,1;0,1;0;46,8;3,7;5,8;0,1;0,1;5;0,1;0,2;0,4;0,6;0,0;10,2;0,0;4,4;0,0;0,1;2,7;0,0;0,1;100;0,6;60;-0.3;7;0,0;0;1620
Robin Meißner;AM (RL), ST (C);26;50K € - 500K €;3. Liga;Germany;0,1;1,5;54%;0,0;20%;0;0,0;1,0;0,2;83%;5,0;0;0,1;2,1;0,2;0,1;0,7;1,2;0;17,0;1,0;6,8;1,0;0,3;2;0,1;2,3;0,1;0,2;0,5;10,8;0,4;10,7;0,1;0,7;2,1;0,1;0,7;18;0,1;20;0.79;2;0,4;0;1399
Christian Ortag;GK;30;90K € - 900K €;3. Liga;Germany;0,5;9,4;0%;0,0;0%;73;-0,3;0,0;0,0;62%;12,1;-5.35;4,6;0,0;0,0;0,0;0,0;0,0;86;22,7;1,1;0,1;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;3;0,0;28;1800
Nicolas Sessa;DM, M/AM (C);29;40K € - 400K €;3. Liga;Germany;2,3;5,8;43%;0,0;13%;0;0,0;1,6;0,5;88%;11,3;0;0,6;7,9;2,2;0,9;0,6;0,7;0;57,7;5,2;10,6;1,8;0,7;12;0,3;1,6;0,2;0,2;0,2;12,0;0,3;2,0;0,1;1,0;0,5;0,1;3,8;11;0,1;25;-0.89;21;0,3;0;1264
Erik Shuranov;ST (C);23;45K € - 425K €;3. Liga;Germany;0,5;2,0;50%;0,0;33%;0;0,0;1,3;0,2;88%;6,7;0;0,1;1,6;0,3;0,0;0,2;0,7;0;27,5;0,9;6,3;1,3;0,6;0;0,0;1,5;0,0;0,1;0,5;10,9;0,3;11,3;0,1;0,3;3,7;0,2;0,4;0;0,3;33;1.97;3;0,3;0;1103
Florian Hübner;D (C);34;7K € - 26K €;3. Liga;Germany;2,8;10,9;100%;0,1;0%;0;0,0;0,3;0,1;81%;6,9;0;0,9;2,3;0,8;0,6;0,0;0,1;0;37,3;2,0;4,2;0,3;0,0;11;0,0;0,1;0,6;0,6;0,0;9,5;0,0;6,8;0,0;0,0;5,7;0,1;0,0;0;2,1;84;-0.1;17;0,0;0;1621
Marvin Stefaniak;M (RL), AM (RLC);30;60K € - 600K €;3. Liga;Germany;2,7;7,3;53%;0,1;5%;0;0,0;2,1;1,0;83%;20,1;0;0,5;9,6;2,1;1,4;1,3;0,9;0;47,3;4,1;13,7;2,7;6,1;16;1,3;1,7;0,0;0,5;0,1;12,4;0,1;4,5;0,3;6,8;1,0;0,2;12,0;14;0,0;22;0.33;21;0,1;0;1008
Mika Clausen;DM, M (C), AM (RC);23;70K € - 700K €;3. Liga;Germany;2,5;5,2;43%;0,1;7%;0;0,0;1,0;0,3;92%;13,5;0;0,4;8,9;2,6;1,0;0,7;0,5;0;54,8;2,6;13,2;1,3;1,7;12;0,5;1,1;0,2;0,4;0,1;12,5;0,1;3,0;0,1;5,2;0,2;0,2;6,7;8;0,0;8;-0.57;22;0,1;0;1134
Michael Glück;D (RC);22;650K € - 6,6M €;3. Liga;Germany;2,9;9,1;0%;0,1;0%;0;0,0;0,2;0,1;90%;5,2;0;0,9;2,3;0,8;0,5;0,0;0,0;0;42,7;2,3;5,6;0,3;0,1;9;0,0;0,2;0,6;0,7;0,0;10,0;0,0;5,1;0,0;0,0;3,7;0,0;1,1;15;1,4;74;-0.18;10;0,0;0;1620
Joshua Eze;D (C), DM;22;20K € - 200K €;3. Liga;Germany;2,8;8,9;29%;0,3;0%;0;0,0;0,4;0,1;90%;4,5;0;1,1;3,1;0,8;0,8;0,2;0,1;0;42,1;4,2;9,8;0,5;0,0;16;0,0;0,3;0,5;0,6;0,0;11,5;0,0;3,5;0,0;0,0;2,2;0,0;0,2;20;0,8;64;-0.25;24;0,0;0;1914
Samuele di Benedetto;DM, M (C);20;325K € - 3,3M €;3. Liga;Germany;2,5;6,6;42%;0,0;8%;0;0,0;1,6;0,3;90%;8,4;0;0,6;8,6;2,1;1,8;1,2;0,7;0;63,2;6,6;19,4;2,0;0,6;29;0,5;1,6;0,4;0,5;0,1;12,7;0,1;0,9;0,1;1,1;0,1;0,2;3,3;23;0,0;13;0.27;42;0,1;0;1426
Simon Lorenz;D (C), DM;28;150K € - 500K €;3. Liga;Germany;3,4;10,6;100%;0,0;50%;0;0,0;0,1;0,1;92%;4,1;0;0,8;2,3;0,6;0,2;0,0;0,1;0;48,4;3,1;7,5;0,1;0,1;5;0,0;0,1;0,2;0,3;0,0;10,4;0,0;4,8;0,0;0,0;2,9;0,0;0,0;0;0,2;61;0.78;9;0,0;0;1937
Marcel Costly;D/WB/M/AM (R);30;55K € - 550K €;3. Liga;Germany;1,5;5,7;50%;0,0;7%;0;0,0;2,6;0,5;86%;17,4;0;0,4;6,4;1,3;1,0;0,7;0,8;0;44,9;4,1;15,5;3,4;7,2;18;1,7;1,5;0,2;0,3;0,1;12,1;0,1;3,8;0,3;8,3;1,4;0,3;13,9;17;0,1;37;-0.25;27;0,1;0;1675
Tim Sechelmann;D (LC), DM;26;45K € - 475K €;3. Liga;Germany;2,5;9,2;33%;0,1;17%;0;0,0;0,3;0,0;91%;5,4;0;1,3;2,7;0,9;0,5;0,3;0,1;0;56,8;4,0;10,1;0,3;0,0;7;0,0;0,4;0,3;0,4;0,1;10,8;0,0;4,6;0,0;0,0;2,6;0,0;0,3;20;0,2;57;0.85;13;0,0;0;1345
Tim Kloss;D (C), DM, M (C);21;110K € - 1,1M €;3. Liga;Germany;3,8;10,2;14%;0,1;0%;0;0,0;0,5;0,1;90%;6,5;0;1,1;3,7;0,8;0,7;0,6;0,1;0;54,1;5,8;9,1;0,7;0,1;14;0,0;0,7;0,6;1,1;0,0;11,5;0,0;4,1;0,1;0,0;3,3;0,0;1,4;6;0,6;80;-0.53;24;0,0;0;1884
Rodney Elongo-Yombo;M (L), AM (RL), ST (C);24;75K € - 750K €;3. Liga;Germany;2,3;6,0;46%;0,0;15%;0;0,0;2,3;0,8;89%;13,2;0;0,8;10,5;3,0;1,9;0,8;1,0;0;53,0;2,9;19,1;2,5;3,1;23;0,9;2,2;0,2;0,5;0,3;13,2;0,2;4,4;0,3;4,6;1,8;0,4;7,3;16;0,1;40;1.15;27;0,2;0;1075
Dennis Chessa;M (R), AM (RC);33;50K € - 160K €;3. Liga;Germany;3,2;7,4;48%;0,0;13%;0;0,0;1,2;0,3;88%;13,6;0;0,5;8,9;2,1;2,1;1,2;1,2;0;45,2;3,6;22,3;1,6;4,8;33;0,4;2,5;0,1;0,4;0,3;13,1;0,2;3,5;0,1;2,7;1,1;0,4;5,0;15;0,0;31;1.05;40;0,2;0;1426
Bryan Henning;DM, M/AM (C);30;50K € - 500K €;3. Liga;Germany;1,9;7,3;21%;0,0;8%;0;0,0;1,0;0,3;91%;6,2;0;0,7;5,6;1,6;1,0;1,0;0,3;0;48,1;4,8;11,4;1,1;0,7;17;0,2;1,5;0,4;0,5;0,1;12,2;0,1;2,7;0,1;0,5;0,4;0,2;0,8;28;0,1;14;0.02;21;0,1;0;1489
Tobias Eisenhuth;D (C), DM, M (C);24;20K € - 190K €;3. Liga;Germany;3,1;8,2;32%;0,1;5%;0;0,0;0,5;0,1;89%;7,4;0;0,5;6,2;1,5;0,8;1,0;0,4;0;56,2;6,4;12,7;0,6;0,2;15;0,1;1,1;0,3;0,4;0,1;12,2;0,0;2,3;0,0;0,2;1,2;0,0;1,3;7;0,2;52;0.41;22;0,0;0;1746
Eric Uhlmann;D (C), DM, M (C);22;70K € - 700K €;3. Liga;Germany;3,7;10,2;50%;0,1;50%;0;0,0;0,1;0,0;93%;3,7;0;1,3;3,2;1,3;0,7;0,1;0,1;0;50,1;3,5;6,6;0,1;0,1;12;0,0;0,2;0,3;0,5;0,1;10,5;0,0;4,9;0,0;0,0;2,2;0,0;0,0;0;0,3;46;0.39;15;0,1;0;1565
Mika Schroers;M (L), AM (RL), ST (C);23;60K € - 600K €;3. Liga;Germany;2,2;7,1;61%;0,0;7%;0;0,0;1,8;0,7;89%;12,3;0;0,5;9,2;2,2;1,6;1,2;1,5;0;42,0;3,3;13,5;1,8;4,2;18;0,8;2,5;0,2;0,7;0,2;12,3;0,2;4,8;0,2;3,8;1,2;0,2;5,1;15;0,1;26;-0.24;27;0,2;0;1022
Kwasi Okyere Wriedt;ST (C);31;Not for Sale;3. Liga;Germany;0,5;1,8;64%;0,0;40%;0;0,0;0,9;0,3;88%;4,9;0;0,2;1,1;0,5;0,1;0,8;1,7;0;24,9;0,6;5,5;0,9;0,5;1;0,1;2,6;0,1;0,1;1,1;10,7;0,6;9,9;0,1;0,4;2,7;0,1;1,2;15;0,1;27;6.08;2;0,7;0;1451
Nassim Boujellab;M/AM (C);26;26K € - 250K €;3. Liga;Germany;3,1;8,5;33%;0,0;3%;0;0,0;1,5;0,3;88%;10,6;0;1,0;7,6;1,8;2,0;1,6;0,7;0;57,7;6,0;11,8;2,1;0,6;36;0,8;2,0;0,1;0,3;0,1;11,7;0,1;1,4;0,2;1,3;0,6;0,2;4,9;28;0,0;44;-2.06;45;0,2;0;1603
Danilo Wiebe;D (RC), DM;31;Not for Sale;3. Liga;Germany;3,2;9,2;25%;0,1;5%;0;0,0;0,4;0,0;90%;6,4;0;1,5;7,3;2,0;1,8;1,1;0,3;0;53,2;5,0;12,3;0,4;0,3;30;0,0;1,2;0,3;0,4;0,1;12,4;0,0;2,9;0,0;0,2;1,6;0,0;0,2;0;0,2;56;0.42;41;0,0;0;1498
Christopher Olivier;D/WB/M/AM (R);19;425K € - 4,3M €;3. Liga;Germany;3,3;11,6;80%;0,0;10%;0;0,0;1,1;0,6;85%;14,1;0;1,2;6,1;1,9;1,3;0,4;0,5;0;54,4;7,5;19,8;1,2;1,2;23;0,7;0,6;0,2;0,4;0,1;12,3;0,0;4,9;0,2;3,8;3,6;0,0;4,4;17;0,7;73;0.54;42;0,0;0;1540
Marcel Wenig;AM (RLC), ST (C);21;180K € - 1,8M €;3. Liga;Germany;1,5;4,8;55%;0,0;23%;0;0,0;1,4;0,4;85%;11,3;0;0,5;3,8;1,0;0,4;0,8;1,0;0;43,1;2,5;11,9;1,4;1,7;5;0,1;1,7;0,2;0,3;0,4;12,3;0,3;5,0;0,2;0,6;1,8;0,4;1,2;13;0,0;37;0.86;9;0,3;0;1133
Simon Handle;D/WB/M (L), AM (RL);32;0 € - 85K €;3. Liga;Germany;1,8;7,9;54%;0,3;0%;0;0,0;2,1;0,6;84%;14,2;0;0,9;10,0;2,8;2,5;1,0;0,6;0;51,3;4,3;25,4;2,1;2,3;29;1,1;1,1;0,1;0,3;0,0;13,3;0,0;3,9;0,2;6,5;1,5;0,2;6,8;16;0,1;38;-0.41;31;0,0;0;1047
Jannik Hofmann;D/WB (R);23;55K € - 550K €;3. Liga;Germany;3,8;10,8;67%;0,0;0%;0;0,0;1,5;0,4;86%;12,1;0;1,6;6,4;2,0;1,5;0,1;0,2;0;52,8;6,5;17,4;1,7;1,3;19;0,7;0,2;0,3;0,5;0,0;12,6;0,0;4,7;0,1;3,3;2,0;0,1;4,5;20;0,1;42;-0.17;24;0,0;0;1151
Gino Fechner;D (RC), WB (R), DM, M (C);28;14K € - 140K €;3. Liga;Germany;3,3;9,0;16%;0,2;0%;0;0,0;0,8;0,1;86%;9,1;0;0,8;7,3;2,1;1,5;0,9;0,2;0;43,9;3,6;14,5;0,9;0,4;28;0,4;1,0;0,3;0,5;0,0;12,3;0,1;3,0;0,0;1,7;1,7;0,1;2,4;20;0,3;57;-0.94;31;0,1;0;1629
Martin Männel;GK;37;5K € - 16K €;3. Liga;Germany;0,6;9,2;0%;0,0;0%;71;-0,4;0,0;0,0;67%;11,4;-6.55;7,1;0,0;0,0;0,1;0,0;0,0;85;22,1;1,4;0,1;0,0;0,0;1;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;3;0,0;28;1620
Adin Ličina;M/AM (RC);18;1M € - 10M €;3. Liga;Germany;1,6;5,6;53%;0,0;11%;0;0,0;1,6;0,2;88%;11,5;0;0,8;9,9;2,7;1,3;1,3;1,4;0;38,0;3,3;14,4;1,9;3,9;18;0,3;2,7;0,2;0,4;0,3;12,4;0,2;3,0;0,1;1,9;0,4;0,3;3,0;19;0,0;15;1.41;25;0,2;0;1213
Nick Seidel;D (C);20;850K € - 2,1M €;3. Liga;Germany;4,5;12,5;67%;0,1;0%;0;0,0;0,3;0,0;89%;5,9;0;1,4;2,8;0,8;0,8;0,0;0,2;0;44,8;2,4;4,3;0,3;0,0;17;0,0;0,3;0,5;0,5;0,0;10,0;0,0;6,8;0,0;0,0;5,7;0,0;0,1;0;1,0;85;-0.39;22;0,0;0;1811
Sascha Mockenhaupt;D (RC), WB (R);34;0 € - 28K €;3. Liga;Germany;3,0;10,5;21%;0,0;0%;0;0,0;1,2;0,2;81%;14,0;0;0,6;7,9;2,0;1,3;0,5;0,2;0;43,3;3,4;19,7;1,2;1,6;24;0,6;0,8;0,4;0,6;0,0;12,4;0,0;4,8;0,1;4,1;3,2;0,2;4,1;15;0,5;66;-0.54;35;0,0;0;1676
Nico Neidhart;D/WB (RL);31;4,5K € - 45K €;3. Liga;Germany;2,6;11,0;100%;0,1;22%;0;0,0;1,7;0,6;88%;15,8;0;1,5;11,8;3,0;2,9;0,4;0,7;0;52,2;5,0;30,7;1,8;2,1;39;1,3;0,7;0,3;0,6;0,1;13,4;0,0;4,1;0,2;7,8;2,1;0,2;10,3;17;0,2;50;1.33;49;0,0;0;1229
John Posselt;AM (L), ST (C);21;75K € - 750K €;3. Liga;Germany;0,4;1,8;56%;0,0;15%;0;0,0;0,8;0,2;87%;8,1;0;0,3;1,0;0,2;0,2;1,3;1,8;0;22,2;0,2;5,7;0,8;1,5;2;0,1;3,3;0,0;0,0;0,5;10,8;0,5;12,3;0,1;0,6;3,6;0,2;0,7;11;0,0;29;0.17;2;0,5;0;1129
Julian Rieckmann;D (C), DM, M (C);25;170K € - 600K €;3. Liga;Germany;4,1;12,5;35%;0,1;6%;0;0,0;0,4;0,2;89%;7,3;0;0,8;11,0;3,2;1,7;0,7;0,4;0;57,3;6,2;13,4;0,4;0,4;29;0,0;1,0;0,1;0,2;0,1;12,6;0,1;3,8;0,0;0,2;2,0;0,1;0,2;0;0,1;53;-0.26;47;0,1;0;1528
Nicolas Oliveira;D/WB (RL);21;210K € - 2,1M €;3. Liga;Germany;2,5;11,4;50%;0,1;0%;0;0,0;1,4;0,3;82%;14,5;0;1,4;8,3;1,8;2,2;0,4;0,3;0;50,6;7,8;21,2;1,4;2,2;35;0,6;0,5;0,1;0,7;0,0;12,9;0,0;4,1;0,1;6,1;2,9;0,2;6,1;10;0,4;70;-0.2;43;0,0;0;1436
Dennis Jastrzembski;M/AM (L);25;45K € - 475K €;3. Liga;Germany;2,7;6,6;54%;0,0;7%;0;0,0;2,9;0,8;88%;17,7;0;1,3;9,7;2,7;1,1;0,9;0,9;0;38,7;3,7;15,0;3,2;5,5;18;1,7;1,7;0,0;0,2;0,1;12,9;0,1;3,7;0,3;8,8;1,1;0,2;9,3;18;0,1;28;0.44;27;0,1;0;1442
Cedric Harenbrock;M (C), AM (LC);27;6K € - 60K €;3. Liga;Germany;1,6;4,5;41%;0,1;18%;0;0,0;1,1;0,2;87%;11,4;0;0,4;6,3;1,9;0,6;0,6;0,7;0;49,1;3,9;15,7;1,6;1,6;8;0,7;1,7;0,2;0,2;0,3;12,8;0,3;5,2;0,1;2,7;1,4;0,0;5,1;21;0,0;27;0.39;13;0,3;0;1149
Sanoussy Ba;D/WB (RL);21;170K € - 1,7M €;3. Liga;Germany;3,5;10,4;38%;0,1;0%;0;0,0;1,8;0,6;80%;20,7;0;0,6;13,1;3,5;2,8;0,5;0,4;0;53,1;6,5;26,5;2,3;2,1;40;0,9;0,9;0,3;0,6;0,0;13,3;0,0;2,9;0,2;7,4;1,1;0,3;12,5;11;0,1;37;-0.65;52;0,0;0;1270
Tristan Zobel;D (LC);22;250K € - 850K €;3. Liga;Germany;4,2;14,2;33%;0,2;0%;0;0,0;0,2;0,1;86%;7,6;0;1,9;2,1;0,6;0,6;0,1;0,2;0;52,3;2,5;5,4;0,2;0,0;11;0,1;0,5;0,7;0,8;0,0;10,2;0,0;8,2;0,0;0,1;6,4;0,0;0,1;50;1,9;78;-0.47;13;0,0;0;1570
Ahmet Gürleyen;D (C);26;160K € - 1,6M €;3. Liga;Germany;5,1;14,4;11%;0,2;0%;0;0,0;0,1;0,0;87%;6,4;0;1,2;2,6;0,6;0,9;0,2;0,1;0;49,1;2,9;3,7;0,1;0,1;16;0,0;0,5;0,4;0,6;0,0;10,4;0,0;6,5;0,0;0,0;5,9;0,0;0,0;0;0,9;92;-0.38;19;0,0;0;1530
Leon Reichardt;D (LC);21;275K € - 2,6M €;3. Liga;Germany;3,2;12,3;75%;0,1;0%;0;0,0;0,3;0,1;92%;5,8;0;1,2;2,0;0,9;0,6;0,0;0,2;0;61,3;6,3;7,3;0,3;0,1;11;0,1;0,2;0,4;0,4;0,0;10,8;0,0;6,5;0,0;0,1;4,9;0,0;0,1;100;1,9;75;-0.13;17;0,0;0;1791
Saša Strujić;D (LC), WB/M (L);34;0 € - 35K €;3. Liga;Germany;3,8;11,0;0%;0,2;0%;0;0,0;0,6;0,1;90%;9,3;0;1,2;3,4;1,2;1,6;0,1;0,0;0;54,5;6,1;10,8;0,6;0,3;23;0,1;0,1;0,3;0,8;0,0;11,2;0,0;3,3;0,0;1,4;2,3;0,0;2,4;2;0,2;69;-0.02;29;0,0;0;1316
Jonathan Meier;D/WB (L);26;30K €;3. Liga;Germany;3,2;9,9;20%;0,2;0%;0;0,0;1,3;0,2;86%;12,3;0;1,3;5,9;1,6;1,7;0,3;0,1;0;46,8;6,6;18,0;1,4;1,4;29;0,9;0,3;0,1;0,7;0,0;12,4;0,0;2,7;0,1;4,9;1,3;0,1;5,7;15;0,4;47;-0.15;34;0,0;0;1503
Lamar Yarbrough;D (C), DM;29;5K € - 55K €;3. Liga;Germany;3,0;14,0;11%;0,1;0%;0;0,0;0,3;0,1;83%;9,0;0;1,3;3,0;0,9;0,8;0,2;0,1;0;49,7;2,5;6,5;0,3;0,1;15;0,1;0,5;0,2;0,3;0,0;10,4;0,0;6,4;0,0;0,1;5,1;0,1;0,1;100;1,6;80;-0.26;21;0,0;0;1627
Erik Majetschak;D (C), DM, M (C);25;140K € - 475K €;3. Liga;Germany;2,6;10,3;40%;0,3;10%;0;0,0;1,1;0,1;89%;8,1;0;0,5;6,1;1,6;0,9;0,7;0,5;0;68,3;6,4;15,1;1,1;0,3;15;0,0;1,2;0,3;0,5;0,1;12,1;0,1;2,8;0,0;0,1;1,3;0,0;0,3;0;0,1;47;0.29;27;0,1;0;1508
Till Schumacher;D (LC), WB (L);28;40K € - 400K €;3. Liga;Germany;3,8;9,8;25%;0,2;0%;0;0,0;1,1;0,3;90%;9,5;0;1,0;4,4;1,4;1,5;0,2;0,1;0;60,3;6,2;16,0;1,1;0,3;19;0,7;0,3;0,5;0,4;0,0;12,1;0,0;3,5;0,1;2,2;1,9;0,2;2,2;32;0,6;55;-0.16;20;0,0;0;1126
